ID,Station Name,Address,Total Docks,Docks in Service,Status,Latitude,Longitude,Location
622,California Ave & Cortez St,California Ave & Cortez St,15,15,In Service,41.900363,-87.696704,"(41.900363, -87.696704)"
14,Morgan St & 18th St,962 W. 18th St,15,15,In Service,41.858086,-87.651073,"(41.858086, -87.651073)"
398,Rainbow Beach,Rainbow Beach,15,15,In Service,41.757871448,-87.54938625,"(41.75787144829, -87.54938625)"
6,Dusable Harbor,Dusable Harbor,39,39,In Service,41.885041,-87.612794,"(41.885041, -87.612794)"
626,Delano Ct & Roosevelt Rd,Delano Ct & Roosevelt Rd,19,19,In Service,41.867491,-87.63219,"(41.867491, -87.63219)"
625,Chicago Ave & Dempster St,Chicago Ave & Dempster St,15,15,In Service,42.041691,-87.680687,"(42.041691, -87.680687)"
624,Dearborn St & Van Buren St (*),417 S Dearborn St,16,16,In Service,41.876268,-87.629155,"(41.876268, -87.629155)"
623,Michigan Ave & 8th St,Michigan Ave & 8th St,31,31,In Service,41.872773,-87.623981,"(41.872773, -87.623981)"
59,Wabash Ave & Roosevelt Rd,1210 S Wabash Ave,23,23,In Service,41.867227,-87.625961,"(41.867227, -87.625961)"
73,Jefferson St & Monroe St,207 S Jefferson St,19,19,In Service,41.880422,-87.642746,"(41.880422, -87.642746)"
106,State St & Pearson St,State St & Pearson St,27,27,In Service,41.897448,-87.628722,"(41.897448, -87.628722)"
532,Austin Blvd & Lake St,Austin Blvd & Lake St,15,15,In Service,41.887919,-87.774446,"(41.887919, -87.774446)"
392,Perry Ave & 69th St,Perry Ave & 69th St,11,11,In Service,41.76929309,-87.628195929,"(41.76929308995, -87.6281959291)"
193,State St & 29th St,State St & 29th St,15,15,In Service,41.841707,-87.626938,"(41.841707, -87.626938)"
366,Loomis St & Archer Ave,Loomis St & Archer Ave,15,15,In Service,41.84163254,-87.657434953,"(41.84163253965, -87.6574349533)"
514,Ridge Blvd & Howard St,Ridge Blvd & Howard St,15,15,In Service,42.019276,-87.68452,"(42.019276, -87.68452)"
11,Jeffery Blvd & 71st St,Jeffery Blvd & 71st St,11,11,In Service,41.766638237,-87.576450114,"(41.76663823695, -87.5764501141)"
435,Kedzie Ave & Roosevelt Rd,Kedzie Ave & Roosevelt Rd,15,15,In Service,41.866492782,-87.706496176,"(41.86649278172, -87.7064961757)"
32,Racine Ave & Congress Pkwy,550 S. Racine,19,19,In Service,41.87464,-87.65703,"(41.87464, -87.65703)"
308,Seeley Ave & Roscoe St,Seeley Ave & Roscoe St,11,11,In Service,41.943403,-87.679618,"(41.943403, -87.679618)"
319,Greenview Ave & Diversey Pkwy,Greenview Ave & Diversey Pkwy,15,15,In Service,41.932595,-87.665939,"(41.932595, -87.665939)"
99,Lake Shore Dr & Ohio St,Lake Shore Dr & Ohio St,19,19,In Service,41.89257,-87.614492,"(41.89257, -87.614492)"
214,Damen Ave & Grand Ave,Damen Ave & Grand Ave,23,23,In Service,41.89122,-87.67686,"(41.89122, -87.67686)"
97,Field Museum,Off Street,55,54,In Service,41.865312,-87.617867,"(41.865312, -87.617867)"
137,Morgan Ave & 14th Pl,Morgan Ave & 14th Pl,15,15,In Service,41.862378,-87.651062,"(41.862378, -87.651062)"
586,MLK Jr Dr & 83rd St,MLK Jr Dr & 83rd St,11,11,In Service,41.743116,-87.6148,"(41.743116, -87.6148)"
429,Cottage Grove Ave & 67th St,Cottage Grove Ave & 67th St,11,11,In Service,41.773720952,-87.60563486,"(41.77372095205, -87.60563486)"
563,Ashland Ave & 63rd St,Ashland Ave & 63rd St,15,15,In Service,41.779374,-87.664843,"(41.779374, -87.664843)"
3,Shedd Aquarium,Shedd Aquarium,55,55,In Service,41.867225957,-87.61535539,"(41.86722595682, -87.6153553902)"
108,Halsted St & Polk St,Halsted St & Polk St,19,19,In Service,41.87184,-87.64664,"(41.87184, -87.64664)"
85,Michigan Ave & Oak St,140 E Oak St,23,23,In Service,41.90096039,-87.62377664,"(41.90096039, -87.62377664)"
537,Kenton Ave & Madison St,Kenton Ave & Madison St,15,15,In Service,41.880708,-87.741018,"(41.880708, -87.741018)"
94,Clark St & Armitage Ave,Clark St & Armitage Ave,31,31,In Service,41.918306,-87.636282,"(41.918306, -87.636282)"
350,Ashland Ave & Chicago Ave,Ashland Ave & Chicago Ave,15,15,In Service,41.895966,-87.667747,"(41.895966, -87.667747)"
27,Larrabee St & North Ave,1530 N.Larrabee st,19,19,In Service,41.91021,-87.6435,"(41.91021, -87.6435)"
491,Talman Ave & Addison St,Talman Ave & Addison St,15,15,In Service,41.946635831,-87.694614758,"(41.9466358306, -87.694614758)"
285,Wood St & Hubbard St,Off Street,19,19,In Service,41.889587,-87.671956,"(41.889587, -87.671956)"
587,Wabash Ave & 83rd St,Wabash Ave & 83rd St,11,11,In Service,41.743316,-87.622849,"(41.743316, -87.622849)"
529,Cicero Ave & Lake St,Cicero Ave & Lake St,15,15,In Service,41.886841,-87.745261,"(41.886841, -87.745261)"
28,Larrabee St & Menomonee St,590 W. Menomonee,15,15,In Service,41.91468,-87.64332,"(41.91468, -87.64332)"
568,Normal Ave & 72nd St,Normal Ave & 72nd St,11,11,In Service,41.763462,-87.637297,"(41.763462, -87.637297)"
502,California Ave & Altgeld St,California Ave & Altgeld St,15,15,In Service,41.92669,-87.697668,"(41.92669, -87.697668)"
476,Kedzie Ave & Leland Ave,Kedzie Ave & Leland Ave,15,15,In Service,41.966686362,-87.708051981,"(41.96668636205, -87.7080519806)"
536,Kostner Ave & Lake St,Kostner Ave & Lake St,15,15,In Service,41.885928,-87.73541,"(41.885928, -87.73541)"
530,Laramie Ave & Kinzie St,Laramie Ave & Kinzie St,15,15,In Service,41.887832,-87.755527,"(41.887832, -87.755527)"
114,Sheffield Ave & Waveland Ave,Sheffield Ave & Waveland Ave,27,27,In Service,41.949399,-87.654529,"(41.949399, -87.654529)"
115,Sheffield Ave & Wellington Ave,Sheffield Ave & Wellington Ave,23,22,In Service,41.936266,-87.652662,"(41.936266, -87.652662)"
132,Wentworth Ave & 24th St,Wentworth Ave & 24th St,15,15,In Service,41.849237,-87.631715,"(41.849237, -87.631715)"
570,Evans Ave & 75th St,Evans Ave & 75th St,11,11,In Service,41.758308,-87.606685,"(41.758308, -87.606685)"
534,Pulaski Rd & Madison St,Pulaski Rd & Madison St,15,15,In Service,41.880827,-87.726279,"(41.880827, -87.726279)"
160,Campbell Ave & North Ave,Campbell Ave & North Ave,15,15,In Service,41.910535,-87.689556,"(41.910535, -87.689556)"
541,Central Ave & Harrison St,Central Ave & Harrison St,15,14,In Service,41.872993,-87.764499,"(41.872993, -87.764499)"
167,Damen Ave & Coulter St,Damen Ave & Coulter St,11,11,In Service,41.8492,-87.67564,"(41.8492, -87.67564)"
543,Laramie Ave & Gladys Ave,Laramie Ave & Gladys Ave,15,15,In Service,41.875806,-87.755285,"(41.875806, -87.755285)"
158,Milwaukee Ave & Wabansia Ave,Milwaukee Ave & Wabansia Ave,15,14,In Service,41.912616,-87.681391,"(41.912616, -87.681391)"
539,Cicero Ave & Quincy St,Cicero Ave & Quincy St,15,15,In Service,41.877613,-87.745405,"(41.877613, -87.745405)"
540,Laramie Ave & Madison St,Laramie Ave & Madison St,15,15,In Service,41.880207,-87.755337,"(41.880207, -87.755337)"
542,Central Ave & Madison St,Central Ave & Madison St,15,15,In Service,41.880121,-87.763238,"(41.880121, -87.763238)"
171,May St & Cullerton St,May St & Cullerton St,11,11,In Service,41.855136,-87.654127,"(41.855136, -87.654127)"
204,Prairie Ave & Garfield Blvd,Prairie Ave & Garfield Blvd,11,11,In Service,41.794853,-87.618691,"(41.794853, -87.618691)"
192,Canal St & Adams St,Canal St & Adams St,47,47,In Service,41.879255,-87.639904,"(41.879255, -87.639904)"
203,Western Ave & 21st St,Western Ave & 21st St,15,15,In Service,41.854109,-87.685838,"(41.854109, -87.685838)"
201,Indiana Ave & 40th St,Indiana Ave & 40th St,15,14,In Service,41.82168,-87.6216,"(41.82168, -87.6216)"
198,Green St & Madison St,Green St & Madison St,19,19,In Service,41.881892,-87.648789,"(41.881892, -87.648789)"
200,MLK Jr Dr & 47th St,MLK Jr Dr & 47th St,11,11,In Service,41.809851,-87.616279,"(41.809851, -87.616279)"
206,Halsted St & Archer Ave,Halsted St & Archer Ave,15,15,In Service,41.847203,-87.646795,"(41.847203, -87.646795)"
572,State St & 76th St,State St & 76th St,11,11,In Service,41.756971,-87.624621,"(41.756971, -87.624621)"
544,Austin Blvd & Madison St,Austin Blvd & Madison St,15,15,In Service,41.880281,-87.774453,"(41.880281, -87.774453)"
181,LaSalle St & Illinois St,On Street,31,31,In Service,41.890762,-87.631697,"(41.890762, -87.631697)"
215,Damen Ave & Madison St,Damen Ave & Madison St,15,14,In Service,41.88137,-87.67493,"(41.88137, -87.67493)"
233,Sangamon St & Washington Blvd (*),Sangamon St & Washington Blvd (*),16,16,In Service,41.883004,-87.651148,"(41.883004, -87.651148)"
174,Canal St & Madison St,Canal St & Madison St,35,35,In Service,41.882091,-87.639833,"(41.882091, -87.639833)"
127,Lincoln Ave & Fullerton Ave,Lincoln Ave & Fullerton Ave,15,14,In Service,41.925905,-87.64926,"(41.925905, -87.64926)"
280,Morgan St & 31st St,Morgan St & 31st St,11,11,In Service,41.8378,-87.65114,"(41.8378, -87.65114)"
278,Wallace St & 35th St,On Street,15,15,In Service,41.830629,-87.64129,"(41.830629, -87.64129)"
186,Ogden Ave & Race Ave,Ogden Ave & Race Ave,15,14,In Service,41.891795,-87.658751,"(41.891795, -87.658751)"
281,Western Ave & 24th St,Western Ave & 24th St,11,11,In Service,41.84847,-87.685109,"(41.84847, -87.685109)"
217,Racine Ave (May St) & Fulton St,Racine Ave (May St) & Fulton St,15,15,In Service,41.886926,-87.656919,"(41.886926, -87.656919)"
271,Cottage Grove Ave & 43rd St,Cottage Grove Ave & 43rd St,11,10,In Service,41.816499,-87.606582,"(41.816499, -87.606582)"
274,Racine Ave & 15th St,Racine Ave & 15th St,15,15,In Service,41.861267,-87.656625,"(41.861267, -87.656625)"
270,Stony Island Ave & 75th St,Stony Island Ave & 75th St,11,11,In Service,41.75866967,-87.586882871,"(41.7586696704, -87.586882871)"
282,Halsted St & Maxwell St,Halsted St & Maxwell St,15,15,In Service,41.864883,-87.647071,"(41.864883, -87.647071)"
405,Wentworth Ave & 35th St,Wentworth Ave & 35th St,15,15,In Service,41.830777,-87.632504,"(41.830777, -87.632504)"
321,Wabash Ave & 9th St,Wabash Ave & 9th St,19,19,In Service,41.870769,-87.625734,"(41.870769, -87.625734)"
589,Milwaukee Ave & Cuyler Ave,Milwaukee Ave & Cuyler Ave,15,15,In Service,41.954468,-87.749594,"(41.954468, -87.749594)"
335,Calumet Ave & 35th St,Calumet Ave & 35th St,15,15,In Service,41.831379,-87.618034,"(41.831379, -87.618034)"
369,Wood St & 35th St,NA1,11,11,In Service,41.830104654,-87.670298309,"(41.83010465416, -87.6702983089)"
333,Ashland Ave & Blackhawk St,Ashland Ave & Blackhawk St,15,15,In Service,41.907066,-87.667252,"(41.907066, -87.667252)"
342,Wolcott Ave & Polk St,Wolcott Ave & Polk St,15,14,In Service,41.871262,-87.673688,"(41.871262, -87.673688)"
61,Wood St & Milwaukee Ave,1416 N Wood St,19,19,In Service,41.907655,-87.672552,"(41.907655, -87.672552)"
355,South Shore Dr & 67th St,South Shore Dr & 67th St,19,19,In Service,41.773643,-87.567514,"(41.773643, -87.567514)"
385,Princeton Ave & Garfield Blvd,Princeton Ave & Garfield Blvd,11,11,In Service,41.794982,-87.633124,"(41.794982, -87.633124)"
535,Pulaski Rd & Congress Pkwy,Pulaski Rd & Congress Pkwy,15,15,In Service,41.874325,-87.725704,"(41.874325, -87.725704)"
383,Ashland Ave & Harrison St,Ashland Ave & Harrison St,23,23,In Service,41.874293,-87.667284,"(41.874293, -87.667284)"
545,Kostner Ave & Adams St,Kostner Ave & Adams St,15,15,In Service,41.877917,-87.735737,"(41.877917, -87.735737)"
391,Halsted St & 69th St,Halsted St & 69th St,11,11,In Service,41.76906172,-87.644613578,"(41.76906172032, -87.6446135779)"
430,MLK Jr Dr & 63rd St,MLK Jr Dr & 63rd St,15,15,In Service,41.780080637,-87.615942857,"(41.78008063659, -87.6159428567)"
95,Stony Island Ave & 64th St,Stony Island Ave & 64th St,15,15,In Service,41.778700571,-87.586787618,"(41.77870057128, -87.5867876179)"
421,MLK Jr Dr & 56th St (*),MLK Jr Dr & 56th St (*),12,12,In Service,41.793429457,-87.615853262,"(41.79342945658, -87.6158532619)"
388,Halsted St & 63rd St,Halsted St & 63rd St,15,15,In Service,41.779381142,-87.644620815,"(41.77938114228, -87.6446208145)"
401,Shields Ave & 28th Pl,Shields Ave & 28th Pl,11,11,In Service,41.842733,-87.635491,"(41.842733, -87.635491)"
406,Lake Park Ave & 35th St,Lake Park Ave & 35th St,19,19,In Service,41.831274235,-87.608799195,"(41.83127423549, -87.6087991946)"
416,Dorchester Ave & 49th St,Dorchester Ave & 49th St,15,15,In Service,41.805772,-87.592464,"(41.805772, -87.592464)"
374,Western Ave & Walton St,Western Ave & Walton St,19,19,In Service,41.898417689,-87.686596016,"(41.89841768945, -87.6865960164)"
426,Ellis Ave & 60th St,Ellis Ave & 60th St,19,18,In Service,41.785097146,-87.601072761,"(41.78509714636, -87.6010727606)"
427,Cottage Grove Ave & 63rd St,Cottage Grove Ave & 63rd St,19,19,In Service,41.780599015,-87.606112388,"(41.78059901484, -87.606112388)"
488,Pulaski Rd & Eddy St,Pulaski Rd & Eddy St,11,11,In Service,41.945636441,-87.727736814,"(41.94563644092, -87.7277368138)"
365,Halsted St & North Branch St,Halsted St & North Branch St,15,15,In Service,41.899368439,-87.648479875,"(41.89936843921, -87.6484798752)"
550,Central Ave & Chicago Ave,Central Ave & Chicago Ave,11,11,In Service,41.894958,-87.764902,"(41.894958, -87.764902)"
454,Broadway & Granville Ave,Broadway & Granville Ave,15,14,In Service,41.994779688,-87.660284535,"(41.9947796884, -87.6602845349)"
470,Kedzie Ave & Foster Ave,Kedzie Ave & Foster Ave,15,14,In Service,41.975672,-87.709261,"(41.975672, -87.709261)"
469,St. Louis Ave & Balmoral Ave,St. Louis Ave & Balmoral Ave,15,15,In Service,41.980394235,-87.716114961,"(41.98039423475, -87.7161149615)"
452,Western Ave & Granville Ave,Western Ave & Granville Ave,15,15,In Service,41.994161369,-87.689438282,"(41.99416136902, -87.689438282)"
569,Woodlawn Ave & 75th St,Woodlawn Ave & 75th St,15,15,In Service,41.75916,-87.595751,"(41.75916, -87.595751)"
292,Southport Ave & Clark St,Southport Ave & Clark St,11,11,In Service,41.957081,-87.664199,"(41.957081, -87.664199)"
122,Ogden Ave & Congress Pkwy,Ogden Ave & Congress Pkwy,15,15,In Service,41.87501,-87.67328,"(41.87501, -87.67328)"
399,South Shore Dr & 74th St,South Shore Dr & 74th St,11,11,In Service,41.76218896,-87.55927465,"(41.76218896038, -87.55927465)"
124,Damen Ave & Cullerton St,Damen Ave & Cullerton St,15,15,In Service,41.855048,-87.675726,"(41.855048, -87.675726)"
492,Leavitt St & Addison St,Leavitt St & Addison St,15,15,In Service,41.946655,-87.683359,"(41.946655, -87.683359)"
131,Lincoln Ave & Belmont Ave,Lincoln Ave & Belmont Ave,15,15,In Service,41.939365,-87.668385,"(41.939365, -87.668385)"
119,Ashland Ave & Lake St,Ashland Ave & Lake St,19,19,In Service,41.88541,-87.66732,"(41.88541, -87.66732)"
494,Kedzie Ave & Bryn Mawr Ave,Kedzie Ave & Bryn Mawr Ave,15,14,In Service,41.982397085,-87.70892252,"(41.98239708485, -87.7089225202)"
595,Wabash Ave & 87th St,Wabash Ave & 87th St,15,15,In Service,41.736646,-87.622634,"(41.736646, -87.622634)"
500,Central Park Ave & Elbridge Ave,Central Park Ave & Elbridge Ave,15,15,In Service,41.935337283,-87.716889294,"(41.93533728263, -87.7168892935)"
459,Lakefront Trail & Bryn Mawr Ave,Lakefront Trail & Bryn Mawr Ave,19,19,In Service,41.984036696,-87.652310469,"(41.98403669612, -87.6523104689)"
577,Stony Island Ave & South Chicago Ave,Stony Island Ave & South Chicago Ave,11,11,In Service,41.751173,-87.585337,"(41.751173, -87.585337)"
466,Ridge Blvd & Touhy Ave,Ridge Blvd & Touhy Ave,15,15,In Service,42.012132277,-87.682912644,"(42.01213227742, -87.6829126443)"
136,Racine Ave & 13th St,Racine Ave & 13th St,15,15,In Service,41.865054,-87.656959,"(41.865054, -87.656959)"
571,Vernon Ave & 75th St,Vernon Ave & 75th St,11,10,In Service,41.758361,-87.614138,"(41.758361, -87.614138)"
133,Kingsbury St & Kinzie St,Kingsbury St & Kinzie St,31,28,In Service,41.889176833,-87.638505772,"(41.88917683258, -87.6385057718)"
164,Franklin St & Lake St,Franklin St & Lake St,27,26,In Service,41.885837,-87.6355,"(41.885837, -87.6355)"
126,Clark St & North Ave,Clark St & North Ave,15,15,In Service,41.911974,-87.631942,"(41.911974, -87.631942)"
481,California Ave & Montrose Ave,California Ave & Montrose Ave,15,15,In Service,41.961068,-87.695439,"(41.961068, -87.695439)"
509,Troy St & North Ave,Troy St & North Ave,15,15,In Service,41.909769302,-87.705280487,"(41.90976930169, -87.7052804871)"
547,Ashland Ave & Pershing Rd,Ashland Ave & Pershing Rd,11,11,In Service,41.823465,-87.665577,"(41.823465, -87.665577)"
323,Sheridan Rd & Lawrence Ave,Sheridan Rd & Lawrence Ave,15,15,In Service,41.969517,-87.654691,"(41.969517, -87.654691)"
184,State St & 35th St,State St & 35th St,19,17,In Service,41.83104,-87.62688,"(41.83104, -87.62688)"
316,Damen Ave & Sunnyside Ave,Damen Ave & Sunnyside Ave,19,18,In Service,41.96325,-87.679258,"(41.96325, -87.679258)"
579,Phillips Ave & 79th St,Phillips Ave & 79th St,11,11,In Service,41.75182,-87.565211,"(41.75182, -87.565211)"
418,Ellis Ave & 53rd St,Ellis Ave & 53rd St,11,11,In Service,41.799336263,-87.600958115,"(41.79933626261, -87.6009581145)"
504,Campbell Ave & Fullerton Ave,Campbell Ave & Fullerton Ave,15,15,In Service,41.924632472,-87.689307006,"(41.92463247165, -87.6893070063)"
356,Stony Island Ave & 71st St,Stony Island Ave & 71st St,11,11,In Service,41.766492937,-87.586460878,"(41.7664929373, -87.5864608775)"
575,Cottage Grove Ave & 78th St,Cottage Grove Ave & 78th St,11,11,In Service,41.753174,-87.605026,"(41.753174, -87.605026)"
393,Calumet Ave & 71st St,Calumet Ave & 71st St,11,11,In Service,41.765508006,-87.616917925,"(41.76550800581, -87.616917925)"
134,Peoria St & Jackson Blvd,Peoria St & Jackson Blvd,19,19,In Service,41.877749,-87.649633,"(41.877749, -87.649633)"
576,Greenwood Ave & 79th St,Greenwood Ave & 79th St,15,15,In Service,41.751294,-87.597552,"(41.751294, -87.597552)"
620,Orleans St & Chestnut St (NEXT Apts),Orleans St & Chestnut St (NEXT Apts),15,15,In Service,41.898203,-87.637536,"(41.898203, -87.637536)"
456,2112 W Peterson Ave,2112 W Peterson Ave,15,15,In Service,41.991178,-87.683593,"(41.991178, -87.683593)"
248,Woodlawn Ave & 55th St,Woodlawn Ave & 55th St,19,19,In Service,41.795264,-87.596471,"(41.795264, -87.596471)"
390,Wentworth Ave & 63rd St,Wentworth Ave & 63rd St,11,11,In Service,41.780079633,-87.629746305,"(41.78007963264, -87.6297463052)"
528,Pulaski Rd & Lake St,Pulaski Rd & Lake St,14,14,In Service,41.885409,-87.726491,"(41.885409, -87.726491)"
223,Clifton Ave & Armitage Ave,Clifton Ave & Armitage Ave,15,15,In Service,41.918216,-87.656936,"(41.918216, -87.656936)"
619,Keystone Ave & Fullerton Ave,Keystone Ave & Fullerton Ave,15,15,In Service,41.924361,-87.727752,"(41.924361, -87.727752)"
20,Sheffield Ave & Kingsbury St,Sheffield Ave & Kingsbury St,15,15,In Service,41.910522,-87.653106,"(41.910522, -87.653106)"
231,Sheridan Rd & Montrose Ave,Sheridan Rd & Montrose Ave,23,22,In Service,41.96167,-87.65464,"(41.96167, -87.65464)"
553,Elizabeth St & 47th St,Elizabeth St & 47th St,11,11,In Service,41.80839,-87.656526,"(41.80839, -87.656526)"
272,Indiana Ave & 31st St,Indiana Ave & 31st St,11,11,In Service,41.838842,-87.621857,"(41.838842, -87.621857)"
301,Clark St & Schiller St,Clark St & Schiller St,19,19,In Service,41.907993,-87.631501,"(41.907993, -87.631501)"
395,Jeffery Blvd & 76th St,Jeffery Blvd & 76th St,11,11,In Service,41.757120068,-87.575839359,"(41.75712006802, -87.5758393587)"
555,Ashland Ave & 50th St,Ashland Ave & 50th St,11,11,In Service,41.803023,-87.664699,"(41.803023, -87.664699)"
117,Wilton Ave & Belmont Ave,Wilton Ave & Belmont Ave,23,23,In Service,41.94018,-87.65304,"(41.94018, -87.65304)"
556,Throop St & 52nd St,Throop St & 52nd St,11,11,In Service,41.799659,-87.657195,"(41.799659, -87.657195)"
12,South Shore Dr & 71st St,MLSW,15,15,In Service,41.766409457,-87.565687572,"(41.7664094567, -87.5656875719)"
